Error,Epoch
0.003274,894
0.003269,895
0.003265,896
0.003261,897
0.003257,898
0.003253,899
0.003249,900
0.003245,901
0.003241,902
0.003237,903
0.003233,904
0.003229,905
0.003225,906
0.003221,907
0.003217,908
0.003213,909
0.003210,910
0.003206,911
0.003202,912
0.003198,913
0.003194,914
0.003190,915
0.003186,916
0.003182,917
0.003179,918
0.003175,919
0.003171,920
0.003167,921
0.003163,922
0.003160,923
0.003156,924
0.003152,925
0.003148,926
0.003145,927
0.003141,928
0.003137,929
0.003133,930
0.003130,931
0.003126,932
0.003122,933
0.003119,934
0.003115,935
0.003111,936
0.003108,937
0.003104,938
0.003100,939
0.003097,940
0.003093,941
0.003089,942
0.003086,943
0.003082,944
0.003079,945
0.003075,946
0.003072,947
0.003068,948
0.003064,949
0.003061,950
0.003057,951
0.003054,952
0.003050,953
0.003047,954
0.003043,955
0.003040,956
0.003036,957
0.003033,958
0.003029,959
0.003026,960
0.003023,961
0.003019,962
0.003016,963
0.003012,964
0.003009,965
0.003005,966
0.003002,967
0.002999,968
0.002995,969
0.002992,970
0.002989,971
0.002985,972
0.002982,973
0.002979,974
0.002975,975
0.002972,976
0.002969,977
0.002965,978
0.002962,979
0.002959,980
0.002955,981
0.002952,982
0.002949,983
0.002945,984
0.002942,985
0.002939,986
0.002936,987
0.002932,988
0.002929,989
0.002926,990
0.002923,991
0.002920,992
0.002916,993
0.002913,994
0.002910,995
0.002907,996
0.002904,997
0.002900,998
0.002897,999
0.002894,1000
